Changed database context to 'Practica1'.
CountryName                                                                                                                                            Year        Month       TripCount  
Honduras                                                                                                                                                      2022          10          21
Honduras                                                                                                                                                      2022          11          21
Honduras                                                                                                                                                      2022          12          19
Hong Kong                                                                                                                                                     2022           1           2
Hong Kong                                                                                                                                                     2022           2           2
Hong Kong                                                                                                                                                     2022           3           5
Hong Kong                                                                                                                                                     2022           4           1
Hong Kong                                                                                                                                                     2022           5           3
Hong Kong                                                                                                                                                     2022           6           2
Hong Kong                                                                                                                                                     2022           7           4
Hong Kong                                                                                                                                                     2022           8           2
Hong Kong                                                                                                                                                     2022           9           4
Hong Kong                                                                                                                                                     2022          10           4
Hong Kong                                                                                                                                                     2022          11           3
Hong Kong                                                                                                                                                     2022          12           4
Hungary                                                                                                                                                       2022           1           7
Hungary                                                                                                                                                       2022           2           6
Hungary                                                                                                                                                       2022           3           6
Hungary                                                                                                                                                       2022           4           5
Hungary                                                                                                                                                       2022           5           2
Hungary                                                                                                                                                       2022           6           8
Hungary                                                                                                                                                       2022           7           4
Hungary                                                                                                                                                       2022           8           4
Hungary                                                                                                                                                       2022           9           7
Hungary                                                                                                                                                       2022          10           4
Hungary                                                                                                                                                       2022          11           6
Hungary                                                                                                                                                       2022          12           6
Iceland                                                                                                                                                       2022           1          30
Iceland                                                                                                                                                       2022           2          28
Iceland                                                                                                                                                       2022           3          30
Iceland                                                                                                                                                       2022           4          44
Iceland                                                                                                                                                       2022           5          39
Iceland                                                                                                                                                       2022           6          24
Iceland                                                                                                                                                       2022           7          36
Iceland                                                                                                                                                       2022           8          29
Iceland                                                                                                                                                       2022           9          36
Iceland                                                                                                                                                       2022          10          45
Iceland                                                                                                                                                       2022          11          36
Iceland                                                                                                                                                       2022          12          32
India                                                                                                                                                         2022           1         130
India                                                                                                                                                         2022           2         114
India                                                                                                                                                         2022           3         119
India                                                                                                                                                         2022           4         104
India                                                                                                                                                         2022           5         121
India                                                                                                                                                         2022           6         142
India                                                                                                                                                         2022           7         136
India                                                                                                                                                         2022           8         144
India                                                                                                                                                         2022           9         123
India                                                                                                                                                         2022          10         134
India                                                                                                                                                         2022          11         111
India                                                                                                                                                         2022          12         108
Indonesia                                                                                                                                                     2022           1         181
Indonesia                                                                                                                                                     2022           2         206
Indonesia                                                                                                                                                     2022           3         210
Indonesia                                                                                                                                                     2022           4         185
Indonesia                                                                                                                                                     2022           5         232
Indonesia                                                                                                                                                     2022           6         187
Indonesia                                                                                                                                                     2022           7         211
Indonesia                                                                                                                                                     2022           8         206
Indonesia                                                                                                                                                     2022           9         186
Indonesia                                                                                                                                                     2022          10         213
Indonesia                                                                                                                                                     2022          11         180
Indonesia                                                                                                                                                     2022          12         160
Iraq                                                                                                                                                          2022           1          17
Iraq                                                                                                                                                          2022           2           5
Iraq                                                                                                                                                          2022           3           5
Iraq                                                                                                                                                          2022           4           6
Iraq                                                                                                                                                          2022           5           7
Iraq                                                                                                                                                          2022           6          10
Iraq                                                                                                                                                          2022           7          12
Iraq                                                                                                                                                          2022           8           6
Iraq                                                                                                                                                          2022           9          12
Iraq                                                                                                                                                          2022          10          17
Iraq                                                                                                                                                          2022          11          15
Iraq                                                                                                                                                          2022          12          11
Ireland                                                                                                                                                       2022           1          13
Ireland                                                                                                                                                       2022           2          16
Ireland                                                                                                                                                       2022           3          19
Ireland                                                                                                                                                       2022           4          13
Ireland                                                                                                                                                       2022           5          20
Ireland                                                                                                                                                       2022           6          11
Ireland                                                                                                                                                       2022           7          17
Ireland                                                                                                                                                       2022           8          12
Ireland                                                                                                                                                       2022           9          17
Ireland                                                                                                                                                       2022          10          20
Ireland                                                                                                                                                       2022          11          19
Ireland                                                                                                                                                       2022          12          16
Isle of Man                                                                                                                                                   2022           1           1
Isle of Man                                                                                                                                                   2022           3           2
Isle of Man                                                                                                                                                   2022           4           1
Isle of Man                                                                                                                                                   2022           5           2
Isle of Man                                                                                                                                                   2022           6           2
Isle of Man                                                                                                                                                   2022           7           2
Isle of Man                                                                                                                                                   2022           9           1
Isle of Man                                                                                                                                                   2022          12           1
Israel                                                                                                                                                        2022           1          17
Israel                                                                                                                                                        2022           2          13
Israel                                                                                                                                                        2022           3          10
Israel                                                                                                                                                        2022           4           9
Israel                                                                                                                                                        2022           5          16
Israel                                                                                                                                                        2022           6          16
Israel                                                                                                                                                        2022           7          17
Israel                                                                                                                                                        2022           8          14
Israel                                                                                                                                                        2022           9          14
Israel                                                                                                                                                        2022          10          12
Israel                                                                                                                                                        2022          11          15
Israel                                                                                                                                                        2022          12          10
Italy                                                                                                                                                         2022           1          55
Italy                                                                                                                                                         2022           2          51
Italy                                                                                                                                                         2022           3          48
Italy                                                                                                                                                         2022           4          72
Italy                                                                                                                                                         2022           5          52
Italy                                                                                                                                                         2022           6          48
Italy                                                                                                                                                         2022           7          52
Italy                                                                                                                                                         2022           8          63
Italy                                                                                                                                                         2022           9          64
Italy                                                                                                                                                         2022          10          54
Italy                                                                                                                                                         2022          11          53
Italy                                                                                                                                                         2022          12          57
Jamaica                                                                                                                                                       2022           1           9
Jamaica                                                                                                                                                       2022           2           8
Jamaica                                                                                                                                                       2022           3           3
Jamaica                                                                                                                                                       2022           4          10
Jamaica                                                                                                                                                       2022           5           7
Jamaica                                                                                                                                                       2022           6           6
Jamaica                                                                                                                                                       2022           7           5
Jamaica                                                                                                                                                       2022           8           5
Jamaica                                                                                                                                                       2022           9           6
Jamaica                                                                                                                                                       2022          10           8
Jamaica                                                                                                                                                       2022          11           7
Jamaica                                                                                                                                                       2022          12           9
Japan                                                                                                                                                         2022           1          94
Japan                                                                                                                                                         2022           2          78
Japan                                                                                                                                                         2022           3          82
Japan                                                                                                                                                         2022           4          87
Japan                                                                                                                                                         2022           5          93
Japan                                                                                                                                                         2022           6          97
Japan                                                                                                                                                         2022           7          67
Japan                                                                                                                                                         2022           8          89
Japan                                                                                                                                                         2022           9          84
Japan                                                                                                                                                         2022          10          82
Japan                                                                                                                                                         2022          11          73
Japan                                                                                                                                                         2022          12          78
Jersey                                                                                                                                                        2022           4           2
Jersey                                                                                                                                                        2022           6           1
Jersey                                                                                                                                                        2022          11           1
Jordan                                                                                                                                                        2022           1           5
Jordan                                                                                                                                                        2022           2           2
Jordan                                                                                                                                                        2022           3           3
Jordan                                                                                                                                                        2022           4           2
Jordan                                                                                                                                                        2022           5           5
Jordan                                                                                                                                                        2022           6           3
Jordan                                                                                                                                                        2022           7           3
Jordan                                                                                                                                                        2022           8           5
Jordan                                                                                                                                                        2022           9           6
Jordan                                                                                                                                                        2022          10           4
Jordan                                                                                                                                                        2022          11           1
Jordan                                                                                                                                                        2022          12           4
Kazakhstan                                                                                                                                                    2022           1          27
Kazakhstan                                                                                                                                                    2022           2          30
Kazakhstan                                                                                                                                                    2022           3          23
Kazakhstan                                                                                                                                                    2022           4          24
Kazakhstan                                                                                                                                                    2022           5          16
Kazakhstan                                                                                                                                                    2022           6          26
Kazakhstan                                                                                                                                                    2022           7          31
Kazakhstan                                                                                                                                                    2022           8          18
Kazakhstan                                                                                                                                                    2022           9          21
Kazakhstan                                                                                                                                                    2022          10          26
Kazakhstan                                                                                                                                                    2022          11          18
Kazakhstan                                                                                                                                                    2022          12          24
Kenya                                                                                                                                                         2022           1          32
Kenya                                                                                                                                                         2022           2          25
Kenya                                                                                                                                                         2022           3          41
Kenya                                                                                                                                                         2022           4          35
Kenya                                                                                                                                                         2022           5          28
Kenya                                                                                                                                                         2022           6          30
Kenya                                                                                                                                                         2022           7          44
Kenya                                                                                                                                                         2022           8          38
Kenya                                                                                                                                                         2022           9          42
Kenya                                                                                                                                                         2022          10          45
Kenya                                                                                                                                                         2022          11          33
Kenya                                                                                                                                                         2022          12          32
Kiribati                                                                                                                                                      2022           1          14
Kiribati                                                                                                                                                      2022           2          23
Kiribati                                                                                                                                                      2022           3          17
Kiribati                                                                                                                                                      2022           4          27
Kiribati                                                                                                                                                      2022           5          22
Kiribati                                                                                                                                                      2022           6          24
Kiribati                                                                                                                                                      2022           7          28
Kiribati                                                                                                                                                      2022           8          15
Kiribati                                                                                                                                                      2022           9          19
Kiribati                                                                                                                                                      2022          10          24
Kiribati                                                                                                                                                      2022          11          21
Kiribati                                                                                                                                                      2022          12          18
Kuwait                                                                                                                                                        2022           1           3
Kuwait                                                                                                                                                        2022           2           2
Kuwait                                                                                                                                                        2022           3           1
Kuwait                                                                                                                                                        2022           4           1
Kuwait                                                                                                                                                        2022           5           2
Kuwait                                                                                                                                                        2022           6           2
Kuwait                                                                                                                                                        2022           7           2
Kuwait                                                                                                                                                        2022           8           2
Kuwait                                                                                                                                                        2022           9           1
Kuwait                                                                                                                                                        2022          10           1
Kuwait                                                                                                                                                        2022          11           5
Kuwait                                                                                                                                                        2022          12           1
Kyrgyzstan                                                                                                                                                    2022           1           1
Kyrgyzstan                                                                                                                                                    2022           2           5
Kyrgyzstan                                                                                                                                                    2022           3           7
Kyrgyzstan                                                                                                                                                    2022           4           5
Kyrgyzstan                                                                                                                                                    2022           5           3
Kyrgyzstan                                                                                                                                                    2022           6           4
Kyrgyzstan                                                                                                                                                    2022           7           1
Kyrgyzstan                                                                                                                                                    2022           8           2
Kyrgyzstan                                                                                                                                                    2022           9           2
Kyrgyzstan                                                                                                                                                    2022          10           1
Kyrgyzstan                                                                                                                                                    2022          11           4
Kyrgyzstan                                                                                                                                                    2022          12           3
Lao People's Democratic Republic                                                                                                                              2022           1          22
Lao People's Democratic Republic                                                                                                                              2022           2          12
Lao People's Democratic Republic                                                                                                                              2022           3           7
Lao People's Democratic Republic                                                                                                                              2022           4          19
Lao People's Democratic Republic                                                                                                                              2022           5          19
Lao People's Democratic Republic                                                                                                                              2022           6          16
Lao People's Democratic Republic                                                                                                                              2022           7          15
Lao People's Democratic Republic                                                                                                                              2022           8          10
Lao People's Democratic Republic                                                                                                                              2022           9          17
Lao People's Democratic Republic                                                                                                                              2022          10           7
Lao People's Democratic Republic                                                                                                                              2022          11           9
Lao People's Democratic Republic                                                                                                                              2022          12          18
Latvia                                                                                                                                                        2022           1           2
Latvia                                                                                                                                                        2022           3           3
Latvia                                                                                                                                                        2022           4           2
Latvia                                                                                                                                                        2022           5           1
Latvia                                                                                                                                                        2022           6           2
Latvia                                                                                                                                                        2022           7           4
Latvia                                                                                                                                                        2022           8           7
Latvia                                                                                                                                                        2022           9           3
Latvia                                                                                                                                                        2022          10           6
Latvia                                                                                                                                                        2022          12           4
Lebanon                                                                                                                                                       2022           1           1
